mindate,maxdate,name,datacoverage,id
1954-07-01,2021-04-21,"Miami, FL 33155",0.9633,ZIP:33155
1942-01-01,2021-05-03,"Miami, FL 33157",1.0,ZIP:33157
2019-03-16,2021-04-21,"Miami, FL 33158",1.0,ZIP:33158
2012-06-09,2021-05-04,"Miami, FL 33161",1.0,ZIP:33161
1948-01-01,2021-05-05,"Miami, FL 33166",1.0,ZIP:33166
2001-07-01,2021-05-05,"Miami, FL 33169",0.9893,ZIP:33169
1961-04-01,2021-05-05,"Miami, FL 33173",1.0,ZIP:33173
2019-03-20,2021-04-16,"Miami, FL 33175",0.9319,ZIP:33175
2007-10-05,2021-05-01,"Miami, FL 33176",0.9645,ZIP:33176
2014-11-26,2021-05-05,"Miami, FL 33185",0.7297,ZIP:33185
2007-09-27,2021-05-01,"Miami, FL 33186",0.8806,ZIP:33186
1989-05-16,2021-05-05,"Miami, FL 33187",1.0,ZIP:33187
2014-04-06,2021-05-05,"Miami, FL 33190",0.8767,ZIP:33190
1940-12-07,2021-05-05,"Miami, FL 33196",1.0,ZIP:33196
1999-05-01,2021-05-05,"Miami, FL 33199",1.0,ZIP:33199
1997-11-04,2021-05-05,"Fort Lauderdale, FL 33304",0.5232,ZIP:33304
1998-06-21,2021-05-04,"Fort Lauderdale, FL 33309",1.0,ZIP:33309
1963-05-01,2021-05-05,"Fort Lauderdale, FL 33312",1.0,ZIP:33312
1945-03-01,2021-05-04,"Fort Lauderdale, FL 33315",1.0,ZIP:33315
1953-11-01,2021-05-02,"Fort Lauderdale, FL 33317",0.9996,ZIP:33317
2015-10-31,2021-05-05,"Fort Lauderdale, FL 33322",0.9947,ZIP:33322
2014-03-22,2021-05-05,"Fort Lauderdale, FL 33330",0.6531,ZIP:33330
2015-07-06,2021-05-01,"Fort Lauderdale, FL 33331",0.2624,ZIP:33331
2014-03-31,2021-05-05,"West Palm Beach, FL 33404",1.0,ZIP:33404
1938-07-01,2021-05-04,"West Palm Beach, FL 33406",1.0,ZIP:33406
2017-05-02,2021-05-05,"West Palm Beach, FL 33411",0.9072,ZIP:33411
2010-05-14,2021-04-30,"Wellington, FL 33414",0.422,ZIP:33414
2002-11-01,2021-05-04,"Palm Beach Gardens, FL 33418",0.999,ZIP:33418
2010-05-25,2021-05-03,"Boca Raton, FL 33428",0.9883,ZIP:33428
1915-12-01,2021-05-03,"Belle Glade, FL 33430",1.0,ZIP:33430
2016-05-24,2021-05-05,"Boca Raton, FL 33431",0.9508,ZIP:33431
1949-03-09,2021-05-03,"Boca Raton, FL 33433",0.8958,ZIP:33433
2008-11-12,2021-04-12,"Boynton Beach, FL 33436",0.9156,ZIP:33436
2007-10-01,2021-05-01,"Boynton Beach, FL 33437",0.6667,ZIP:33437
1940-03-08,2021-05-03,"Canal Point, FL 33438",1.0,ZIP:33438
1913-01-01,2021-05-05,"Clewiston, FL 33440",1.0,ZIP:33440
2009-11-20,2021-05-04,"Deerfield Beach, FL 33441",0.7641,ZIP:33441
2014-04-08,2021-05-05,"Delray Beach, FL 33444",0.8971,ZIP:33444
2014-04-01,2021-05-05,"Delray Beach, FL 33445",0.9784,ZIP:33445
2008-06-08,2021-05-05,"Hobe Sound, FL 33455",1.0,ZIP:33455
2014-03-23,2021-05-04,"Jupiter, FL 33458",0.9859,ZIP:33458
2007-11-04,2021-05-05,"Lake Worth, FL 33460",1.0,ZIP:33460
2013-07-31,2021-04-20,"Lake Worth, FL 33462",0.6168,ZIP:33462
2007-09-22,2021-05-05,"Lake Worth, FL 33467",1.0,ZIP:33467
1940-07-30,2021-05-04,"Loxahatchee, FL 33470",0.9966,ZIP:33470
1918-05-01,2021-05-05,"Moore Haven, FL 33471",1.0,ZIP:33471
2014-07-30,2021-05-05,"Boynton Beach, FL 33472",0.9862,ZIP:33472
1990-10-01,2021-04-23,"Boynton Beach, FL 33473",1.0,ZIP:33473
2012-11-13,2021-05-05,"Pahokee, FL 33476",0.8224,ZIP:33476
2007-09-27,2021-04-20,"Jupiter, FL 33478",1.0,ZIP:33478
2009-12-31,2021-05-04,"Boca Raton, FL 33487",1.0,ZIP:33487
2007-09-30,2021-05-05,"Brandon, FL 33511",0.997,ZIP:33511
2007-10-07,2021-05-05,"Dade City, FL 33523",0.9674,ZIP:33523
1895-04-01,2021-05-05,"Dade City, FL 33525",1.0,ZIP:33525
2007-10-01,2021-04-30,"Zephyrhills, FL 33541",0.9281,ZIP:33541
2019-07-11,2021-05-03,"Wesley Chapel, FL 33543",0.9243,ZIP:33543
2007-10-03,2021-05-02,"Lithia, FL 33547",0.9456,ZIP:33547
2016-08-29,2021-04-21,"Lutz, FL 33548",0.2935,ZIP:33548
2007-10-02,2021-05-05,"Lutz, FL 33549",1.0,ZIP:33549
1996-07-01,2021-05-05,"Odessa, FL 33556",1.0,ZIP:33556
2007-10-06,2021-05-05,"Lutz, FL 33559",0.9798,ZIP:33559
1892-09-01,2021-05-04,"Plant City, FL 33563",1.0,ZIP:33563
2007-10-06,2021-05-05,"Plant City, FL 33565",0.6926,ZIP:33565
2007-10-02,2021-05-04,"Plant City, FL 33566",1.0,ZIP:33566
2007-09-30,2021-05-05,"Riverview, FL 33569",0.9663,ZIP:33569
1976-09-01,2021-05-05,"Ruskin, FL 33570",1.0,ZIP:33570
2007-11-24,2021-05-05,"Apollo Beach, FL 33572",1.0,ZIP:33572
2007-10-03,2021-05-05,"Sun City Center, FL 33573",1.0,ZIP:33573
2007-10-07,2021-05-05,"Riverview, FL 33578",1.0,ZIP:33578
2019-08-18,2021-05-03,"Seffner, FL 33584",0.9655,ZIP:33584
1943-08-08,2021-04-22,"Thonotosassa, FL 33592",1.0,ZIP:33592
2007-09-28,2021-05-05,"Valrico, FL 33594",1.0,ZIP:33594
2007-09-27,2021-05-04,"Valrico, FL 33596",0.9652,ZIP:33596
2007-10-05,2021-05-05,"Tampa, FL 33604",0.9984,ZIP:33604
1939-02-01,2021-05-04,"Tampa, FL 33607",1.0,ZIP:33607
2007-09-28,2021-05-05,"Tampa, FL 33611",1.0,ZIP:33611
2007-10-09,2021-05-05,"Tampa, FL 33612",1.0,ZIP:33612
2007-10-15,2021-05-05,"Tampa, FL 33613",1.0,ZIP:33613
1922-01-01,2021-05-05,"Tampa, FL 33617",1.0,ZIP:33617
1947-02-06,2021-05-05,"Tampa, FL 33618",1.0,ZIP:33618
1949-01-01,2021-05-01,"Tampa, FL 33621",1.0,ZIP:33621
2007-10-01,2021-05-05,"Tampa, FL 33624",1.0,ZIP:33624
2007-09-25,2021-05-05,"Tampa, FL 33625",1.0,ZIP:33625
2018-08-09,2021-05-05,"Tampa, FL 33629",0.7493,ZIP:33629
2014-03-21,2021-05-04,"Tampa, FL 33647",0.6627,ZIP:33647
1892-01-01,2021-05-04,"Saint Petersburg, FL 33701",1.0,ZIP:33701
2007-10-02,2021-04-20,"Saint Petersburg, FL 33703",0.5658,ZIP:33703
2010-06-16,2021-05-05,"Saint Petersburg, FL 33704",0.9942,ZIP:33704
2007-10-02,2021-05-05,"Saint Petersburg, FL 33705",1.0,ZIP:33705
2007-09-27,2021-05-05,"Saint Petersburg, FL 33707",0.9934,ZIP:33707
2007-09-26,2021-05-05,"Saint Petersburg, FL 33710",0.9108,ZIP:33710
2007-10-01,2021-05-05,"Saint Petersburg, FL 33712",0.8913,ZIP:33712
2008-04-06,2021-05-02,"Saint Petersburg, FL 33713",1.0,ZIP:33713
2020-09-02,2021-05-05,"Saint Petersburg, FL 33716",0.9431,ZIP:33716
1998-09-24,2021-05-04,"Clearwater, FL 33762",1.0,ZIP:33762
2018-03-23,2021-04-30,"Clearwater, FL 33763",0.9991,ZIP:33763
2007-10-14,2021-04-07,"Clearwater, FL 33764",1.0,ZIP:33764
2019-03-10,2021-05-05,"Largo, FL 33773",0.9987,ZIP:33773
2016-08-19,2021-05-05,"Seminole, FL 33776",1.0,ZIP:33776
2007-09-28,2021-05-05,"Largo, FL 33778",0.9585,ZIP:33778
2007-09-27,2021-05-04,"Lakeland, FL 33810",0.9923,ZIP:33810
1979-02-01,2021-05-05,"Lakeland, FL 33811",1.0,ZIP:33811
2007-10-04,2021-05-05,"Lakeland, FL 33813",1.0,ZIP:33813
2007-09-27,2021-05-04,"Auburndale, FL 33823",1.0,ZIP:33823
1892-01-01,2021-05-04,"Bartow, FL 33830",0.9873,ZIP:33830
2014-08-17,2021-05-05,"Bowling Green, FL 33834",0.8435,ZIP:33834
2008-01-01,2021-05-05,"Davenport, FL 33837",0.9623,ZIP:33837
2007-10-06,2021-04-21,"Dundee, FL 33838",0.8339,ZIP:33838
1892-04-01,2021-05-05,"Frostproof, FL 33843",1.0,ZIP:33843
1933-03-01,2021-05-05,"Lake Placid, FL 33852",1.0,ZIP:33852
1947-04-23,2021-04-12,"Lorida, FL 33857",1.0,ZIP:33857
2019-07-16,2021-05-05,"Mulberry, FL 33860",0.9985,ZIP:33860
1975-02-01,2021-05-04,"Polk City, FL 33868",1.0,ZIP:33868
2007-11-09,2021-05-05,"Sebring, FL 33872",1.0,ZIP:33872
1933-01-01,2021-04-29,"Wauchula, FL 33873",1.0,ZIP:33873
1925-10-01,2021-05-05,"Sebring, FL 33876",1.0,ZIP:33876
1941-02-10,2021-05-02,"Winter Haven, FL 33880",1.0,ZIP:33880
1996-07-01,2021-05-04,"Winter Haven, FL 33881",1.0,ZIP:33881
1955-07-14,2021-05-04,"Lake Wales, FL 33898",1.0,ZIP:33898
1993-02-03,2021-05-01,"Fort Myers, FL 33901",0.9986,ZIP:33901
2007-10-02,2021-04-30,"Cape Coral, FL 33904",0.9715,ZIP:33904
2007-10-13,2021-05-03,"Fort Myers, FL 33905",0.9869,ZIP:33905
1940-07-28,2021-05-04,"Fort Myers, FL 33907",1.0,ZIP:33907
2008-04-17,2021-05-05,"Fort Myers, FL 33908",0.6142,ZIP:33908
1998-05-21,2021-05-05,"Fort Myers, FL 33913",0.9971,ZIP:33913
2007-10-31,2021-04-28,"Cape Coral, FL 33914",0.7115,ZIP:33914
1892-01-01,2021-05-05,"Fort Myers, FL 33916",0.9246,ZIP:33916
2010-02-04,2021-05-01,"Fort Myers, FL 33919",1.0,ZIP:33919
1929-09-12,2021-05-05,"Labelle, FL 33935",1.0,ZIP:33935
2007-10-04,2021-05-05,"Rotonda West, FL 33947",0.3188,ZIP:33947
1914-05-01,2021-05-05,"Punta Gorda, FL 33950",1.0,ZIP:33950
2008-07-08,2021-05-05,"Port Charlotte, FL 33953",0.9781,ZIP:33953
2013-07-12,2021-05-05,"Port Charlotte, FL 33954",0.9245,ZIP:33954
2007-10-15,2021-05-05,"Saint James City, FL 33956",0.9913,ZIP:33956
1940-02-01,2021-04-14,"Venus, FL 33960",1.0,ZIP:33960
2009-09-12,2021-05-05,"Punta Gorda, FL 33980",0.7741,ZIP:33980
2007-12-18,2021-05-05,"Port Charlotte, FL 33981",1.0,ZIP:33981
1965-11-01,2021-05-04,"Punta Gorda, FL 33982",0.9919,ZIP:33982
2016-10-23,2021-05-05,"Cape Coral, FL 33993",0.9923,ZIP:33993
2020-02-06,2021-04-21,"Naples, FL 34103",1.0,ZIP:34103
1951-06-01,2021-05-04,"Naples, FL 34104",1.0,ZIP:34104
2008-08-23,2021-05-05,"Naples, FL 34110",0.8724,ZIP:34110
2008-08-25,2021-05-05,"Naples, FL 34113",0.909,ZIP:34113
2015-07-29,2021-05-05,"Naples, FL 34114",1.0,ZIP:34114
1956-07-01,2021-05-05,"Naples, FL 34117",0.9984,ZIP:34117
2008-09-27,2021-04-21,"Naples, FL 34119",0.7498,ZIP:34119
2007-08-01,2021-05-05,"Naples, FL 34120",1.0,ZIP:34120
1926-11-10,2021-05-05,"Ochopee, FL 34141",1.0,ZIP:34141
1943-01-01,2021-05-05,"Immokalee, FL 34142",1.0,ZIP:34142
2002-06-01,2021-05-05,"Marco Island, FL 34145",1.0,ZIP:34145
2009-12-06,2021-05-05,"Bradenton, FL 34202",1.0,ZIP:34202
1965-05-01,2021-05-05,"Bradenton, FL 34203",0.9936,ZIP:34203
2008-07-26,2021-05-05,"Bradenton, FL 34209",0.8511,ZIP:34209
2012-08-27,2021-04-30,"Bradenton, FL 34211",1.0,ZIP:34211
2013-07-20,2021-04-21,"Bradenton, FL 34212",0.3324,ZIP:34212
2018-03-22,2021-05-04,"Bradenton Beach, FL 34217",0.6623,ZIP:34217
1948-08-01,2021-05-05,"Parrish, FL 34219",1.0,ZIP:34219
2007-10-01,2021-05-04,"Palmetto, FL 34221",1.0,ZIP:34221
2007-10-07,2021-05-05,"Englewood, FL 34223",1.0,ZIP:34223
2010-10-20,2021-05-05,"Englewood, FL 34224",1.0,ZIP:34224
2007-09-25,2021-05-05,"Sarasota, FL 34235",0.9683,ZIP:34235
2014-03-24,2021-05-05,"Sarasota, FL 34237",1.0,ZIP:34237
2007-10-01,2021-04-20,"Sarasota, FL 34238",0.9416,ZIP:34238
2016-03-28,2021-05-05,"Sarasota, FL 34242",0.7968,ZIP:34242
1999-03-16,2021-05-04,"Sarasota, FL 34243",0.998,ZIP:34243
1899-11-01,2021-04-25,"Arcadia, FL 34266",1.0,ZIP:34266
2007-10-02,2021-05-05,"Arcadia, FL 34269",0.9691,ZIP:34269
1941-09-23,2021-05-04,"Venice, FL 34285",0.9078,ZIP:34285
2007-10-06,2021-05-05,"North Port, FL 34286",0.9368,ZIP:34286
2008-09-02,2021-05-05,"North Port, FL 34288",0.9716,ZIP:34288
2017-02-20,2021-04-20,"North Port, FL 34291",0.3103,ZIP:34291
2019-05-17,2021-04-22,"Venice, FL 34292",0.389,ZIP:34292
2007-09-24,2021-05-05,"Venice, FL 34293",1.0,ZIP:34293
2008-08-01,2021-05-05,"Belleview, FL 34420",1.0,ZIP:34420
2008-04-13,2021-05-04,"Crystal River, FL 34429",0.8122,ZIP:34429
1915-03-01,2021-05-05,"Dunnellon, FL 34431",1.0,ZIP:34431
2009-05-19,2021-05-05,"Hernando, FL 34442",0.9936,ZIP:34442
2013-06-27,2021-05-05,"Homosassa, FL 34446",0.9586,ZIP:34446
1948-08-01,2021-05-04,"Inglis, FL 34449",1.0,ZIP:34449
1998-01-06,2021-05-04,"Inverness, FL 34450",1.0,ZIP:34450
2020-01-05,2021-05-05,"Inverness, FL 34453",0.9435,ZIP:34453
2020-06-05,2021-05-05,"Beverly Hills, FL 34465",0.9642,ZIP:34465
1950-11-22,2021-05-05,"Ocala, FL 34470",1.0,ZIP:34470
1892-01-01,2021-05-03,"Ocala, FL 34471",0.9913,ZIP:34471
2012-09-19,2021-05-05,"Ocala, FL 34473",0.961,ZIP:34473
1938-01-26,2021-05-05,"Ocala, FL 34479",0.965,ZIP:34479
2014-03-29,2021-05-05,"Ocala, FL 34481",1.0,ZIP:34481
2007-09-24,2021-05-05,"Summerfield, FL 34491",1.0,ZIP:34491
1892-01-01,2021-05-05,"Brooksville, FL 34601",1.0,ZIP:34601
1996-07-01,2021-05-04,"Brooksville, FL 34604",1.0,ZIP:34604
2007-09-23,2021-05-05,"Spring Hill, FL 34606",1.0,ZIP:34606
1969-10-01,2021-04-26,"Spring Hill, FL 34607",1.0,ZIP:34607
2007-10-12,2021-05-05,"Spring Hill, FL 34609",0.8412,ZIP:34609
2007-10-07,2021-04-27,"Brooksville, FL 34613",1.0,ZIP:34613
1928-05-27,2021-05-04,"Brooksville, FL 34614",0.9576,ZIP:34614
2012-03-13,2021-05-05,"Land O Lakes, FL 34639",1.0,ZIP:34639
2007-10-08,2021-04-29,"New Port Richey, FL 34652",1.0,ZIP:34652
2007-09-24,2021-05-05,"Hudson, FL 34667",0.9429,ZIP:34667
2007-10-06,2021-05-05,"Port Richey, FL 34668",0.9323,ZIP:34668
2007-09-27,2021-05-02,"Palm Harbor, FL 34683",1.0,ZIP:34683
2011-06-15,2021-04-19,"Palm Harbor, FL 34684",0.9321,ZIP:34684
1892-01-01,2021-05-04,"Tarpon Springs, FL 34689",0.9951,ZIP:34689
2015-12-16,2021-05-05,"Holiday, FL 34690",1.0,ZIP:34690
2010-10-19,2021-05-05,"Dunedin, FL 34698",1.0,ZIP:34698
2016-06-28,2021-04-25,"Astatula, FL 34705",0.9206,ZIP:34705
1948-07-01,2021-05-05,"Clermont, FL 34711",1.0,ZIP:34711
1964-09-01,2021-05-05,"Clermont, FL 34714",0.9903,ZIP:34714
2010-01-04,2021-05-05,"Fruitland Park, FL 34731",0.9881,ZIP:34731
2007-10-02,2021-04-21,"Groveland, FL 34736",0.991,ZIP:34736
1944-11-15,2021-05-03,"Kissimmee, FL 34741",1.0,ZIP:34741
2020-06-17,2021-05-05,"Kissimmee, FL 34746",1.0,ZIP:34746
1948-08-01,2021-05-04,"Leesburg, FL 34748",0.9983,ZIP:34748
2007-10-09,2021-05-05,"Kissimmee, FL 34758",0.9675,ZIP:34758
2007-12-04,2021-04-18,"Kissimmee, FL 34759",0.9383,ZIP:34759
2008-02-29,2021-05-04,"Ocoee, FL 34761",0.9497,ZIP:34761
2019-04-28,2021-05-05,"Saint Cloud, FL 34771",0.9486,ZIP:34771
1950-03-01,2021-05-05,"Saint Cloud, FL 34772",1.0,ZIP:34772
1916-03-01,2021-05-04,"Windermere, FL 34786",1.0,ZIP:34786
2012-06-20,2021-05-05,"Winter Garden, FL 34787",1.0,ZIP:34787
1958-12-01,2021-05-05,"Leesburg, FL 34788",1.0,ZIP:34788
1999-07-31,2021-05-04,"Fort Pierce, FL 34946",0.9985,ZIP:34946
1965-05-01,2021-05-05,"Fort Pierce, FL 34947",0.9859,ZIP:34947
2008-11-24,2021-05-05,"Fort Pierce, FL 34949",0.9899,ZIP:34949
2008-11-01,2021-05-05,"Port Saint Lucie, FL 34952",1.0,ZIP:34952
2007-10-05,2021-05-05,"Port Saint Lucie, FL 34953",0.9974,ZIP:34953
1929-04-01,2021-05-05,"Indiantown, FL 34956",0.9692,ZIP:34956
1961-11-01,2021-05-05,"Jensen Beach, FL 34957",1.0,ZIP:34957
1913-03-01,2021-05-05,"Okeechobee, FL 34972",1.0,ZIP:34972
1940-03-08,2021-05-05,"Okeechobee, FL 34974",1.0,ZIP:34974
1951-04-01,2021-05-05,"Fort Pierce, FL 34982",1.0,ZIP:34982
2007-10-17,2021-05-05,"Port Saint Lucie, FL 34983",0.9521,ZIP:34983
2008-10-28,2021-05-05,"Port Saint Lucie, FL 34987",0.9617,ZIP:34987
1940-03-08,2021-05-05,"Palm City, FL 34990",1.0,ZIP:34990
1935-09-01,2021-05-05,"Stuart, FL 34994",0.9623,ZIP:34994
1998-04-22,2021-05-04,"Stuart, FL 34996",0.9623,ZIP:34996
1948-08-01,2021-05-05,"Stuart, FL 34997",1.0,ZIP:34997
2008-06-18,2021-05-05,"Moody, AL 35004",0.9129,ZIP:35004
1944-01-25,2021-05-05,"Adger, AL 35006",1.0,ZIP:35006
1998-06-10,2021-05-05,"Alabaster, AL 35007",1.0,ZIP:35007
1942-11-01,2021-05-05,"Alexander City, AL 35010",1.0,ZIP:35010
1954-10-01,2021-05-05,"Bessemer, AL 35020",1.0,ZIP:35020
1958-04-01,2021-05-05,"Bessemer, AL 35023",1.0,ZIP:35023
2007-11-05,2021-05-05,"Blountsville, AL 35031",1.0,ZIP:35031
2007-11-01,2021-04-05,"Bremen, AL 35033",0.1333,ZIP:35033
1940-05-01,2021-05-05,"Brent, AL 35034",1.0,ZIP:35034
2007-11-01,2021-04-29,"Brierfield, AL 35035",1.0,ZIP:35035
1900-09-16,2021-05-05,"Calera, AL 35040",1.0,ZIP:35040
1916-12-15,2021-05-05,"Centreville, AL 35042",1.0,ZIP:35042
1937-01-01,2021-05-05,"Childersburg, AL 35044",0.991,ZIP:35044
1893-02-01,2021-05-05,"Clanton, AL 35045",1.0,ZIP:35045
1907-08-01,2021-05-05,"Cullman, AL 35055",1.0,ZIP:35055
2008-02-07,2021-05-05,"Cullman, AL 35057",1.0,ZIP:35057
1938-03-01,2021-05-04,"Dora, AL 35062",1.0,ZIP:35062
1938-03-01,2021-05-05,"Hanceville, AL 35077",1.0,ZIP:35077
1900-10-01,2021-05-05,"Helena, AL 35080",1.0,ZIP:35080
2018-12-31,2021-05-04,"Joppa, AL 35087",1.0,ZIP:35087
1917-02-01,2021-05-04,"Leeds, AL 35094",1.0,ZIP:35094
1949-08-01,2021-05-04,"Lincoln, AL 35096",1.0,ZIP:35096
2007-11-01,2021-05-05,"Odenville, AL 35120",1.0,ZIP:35120
1894-08-21,2021-05-05,"Oneonta, AL 35121",1.0,ZIP:35121
1981-07-01,2021-05-05,"Pelham, AL 35124",1.0,ZIP:35124
2017-11-27,2021-05-05,"Ragland, AL 35131",0.9123,ZIP:35131
2007-10-28,2021-05-05,"Remlap, AL 35133",0.9682,ZIP:35133
2009-03-01,2021-05-05,"Springville, AL 35146",1.0,ZIP:35146
1955-01-01,2021-05-05,"Sylacauga, AL 35150",1.0,ZIP:35150
1888-02-01,2021-05-05,"Talladega, AL 35160",1.0,ZIP:35160
2007-10-19,2021-05-05,"Trussville, AL 35173",1.0,ZIP:35173
2008-02-02,2021-05-05,"Union Grove, AL 35175",0.9168,ZIP:35175
2016-12-15,2021-05-05,"Wilsonville, AL 35186",0.89,ZIP:35186
2007-10-20,2021-05-05,"Birmingham, AL 35208",0.5467,ZIP:35208
1931-01-01,2021-05-04,"Birmingham, AL 35212",1.0,ZIP:35212
2008-09-14,2021-05-05,"Birmingham, AL 35213",1.0,ZIP:35213
2007-11-06,2021-05-05,"Birmingham, AL 35226",1.0,ZIP:35226
2013-01-01,2021-05-05,"Birmingham, AL 35235",1.0,ZIP:35235
1989-04-01,2021-05-05,"Birmingham, AL 35242",1.0,ZIP:35242
1981-12-01,2021-05-05,"Birmingham, AL 35243",1.0,ZIP:35243
2007-10-30,2021-05-05,"Birmingham, AL 35244",0.9668,ZIP:35244
1938-01-01,2021-05-05,"Tuscaloosa, AL 35401",1.0,ZIP:35401
1981-01-01,2021-05-05,"Tuscaloosa, AL 35404",0.9618,ZIP:35404
2014-04-07,2021-05-05,"Tuscaloosa, AL 35406",0.8179,ZIP:35406
1940-02-17,2021-05-05,"Carrollton, AL 35447",1.0,ZIP:35447
2010-07-17,2021-05-05,"Coker, AL 35452",0.9937,ZIP:35452
1997-10-31,2021-05-05,"Cottondale, AL 35453",0.9618,ZIP:35453
1982-01-01,2021-05-05,"Eutaw, AL 35462",0.9869,ZIP:35462
2018-03-17,2021-05-05,"Northport, AL 35475",0.9616,ZIP:35475
1900-07-01,2021-05-04,"Northport, AL 35476",0.9968,ZIP:35476
1938-03-01,2021-04-30,"Reform, AL 35481",0.9054,ZIP:35481
1955-01-01,2021-05-05,"Jasper, AL 35501",1.0,ZIP:35501
1944-01-01,2021-05-05,"Addison, AL 35540",1.0,ZIP:35540
1938-03-01,2021-05-05,"Arley, AL 35541",1.0,ZIP:35541
2004-03-18,2021-05-04,"Bankston, AL 35542",0.295,ZIP:35542
1889-10-01,2021-05-05,"Double Springs, AL 35553",1.0,ZIP:35553
1892-03-06,2021-05-05,"Fayette, AL 35555",1.0,ZIP:35555
2007-11-05,2021-05-05,"Guin, AL 35563",0.9945,ZIP:35563
1936-07-16,2021-05-04,"Haleyville, AL 35565",0.7055,ZIP:35565
1938-08-18,2021-04-22,"Hamilton, AL 35570",1.0,ZIP:35570
2017-10-17,2021-05-05,"Oakman, AL 35579",0.9892,ZIP:35579
1940-09-25,2021-05-05,"Vernon, AL 35592",1.0,ZIP:35592
1949-01-01,2021-05-04,"Decatur, AL 35601",1.0,ZIP:35601
2007-11-01,2021-05-05,"Decatur, AL 35603",1.0,ZIP:35603
1941-05-20,2021-05-05,"Athens, AL 35611",0.9792,ZIP:35611
1959-01-01,2021-05-05,"Athens, AL 35613",1.0,ZIP:35613
1949-01-01,2021-05-05,"Athens, AL 35614",1.0,ZIP:35614
2006-05-05,2021-05-04,"Courtland, AL 35618",0.9958,ZIP:35618
1949-01-01,2021-05-05,"Danville, AL 35619",1.0,ZIP:35619
1938-08-01,2021-05-05,"Falkville, AL 35622",0.9941,ZIP:35622
1893-01-01,2021-05-05,"Florence, AL 35630",1.0,ZIP:35630
1949-01-01,2021-05-05,"Florence, AL 35633",1.0,ZIP:35633
2008-04-17,2021-05-05,"Florence, AL 35634",1.0,ZIP:35634
2017-12-14,2021-05-05,"Hillsboro, AL 35643",0.8628,ZIP:35643
2017-06-01,2021-05-04,"Lexington, AL 35648",0.9759,ZIP:35648
1938-07-01,2021-05-05,"Moulton, AL 35650",1.0,ZIP:35650
1935-03-01,2021-05-05,"Russellville, AL 35653",1.0,ZIP:35653
1944-06-13,2021-05-04,"Russellville, AL 35654",0.9931,ZIP:35654
1948-06-01,2021-05-05,"Sheffield, AL 35660",0.9726,ZIP:35660
1935-03-01,2021-05-05,"Muscle Shoals, AL 35661",1.0,ZIP:35661
1935-10-01,2021-05-05,"Somerville, AL 35670",0.999,ZIP:35670
1906-04-01,2021-05-04,"Tanner, AL 35671",1.0,ZIP:35671
1935-08-05,2021-05-05,"Town Creek, AL 35672",1.0,ZIP:35672
2007-11-06,2021-05-05,"Trinity, AL 35673",0.8719,ZIP:35673
1893-01-01,2021-05-05,"Tuscumbia, AL 35674",1.0,ZIP:35674
1896-10-01,2021-05-02,"Bridgeport, AL 35740",1.0,ZIP:35740
1938-09-01,2021-05-05,"Gurley, AL 35748",1.0,ZIP:35748
2007-10-22,2021-05-05,"Harvest, AL 35749",1.0,ZIP:35749
1958-01-01,2021-05-05,"Hazel Green, AL 35750",1.0,ZIP:35750
1958-06-01,2021-05-04,"Laceys Spring, AL 35754",0.9928,ZIP:35754
1949-01-01,2021-05-04,"Madison, AL 35756",1.0,ZIP:35756
2008-01-14,2021-05-05,"Madison, AL 35757",1.0,ZIP:35757
1894-02-01,2021-05-05,"Madison, AL 35758",1.0,ZIP:35758
2004-09-01,2021-05-05,"New Hope, AL 35760",1.0,ZIP:35760
2013-09-09,2021-05-05,"Pisgah, AL 35765",0.7302,ZIP:35765
1891-10-08,2021-05-05,"Scottsboro, AL 35768",1.0,ZIP:35768
2007-10-28,2021-05-05,"Woodville, AL 35776",1.0,ZIP:35776
1937-01-01,2021-05-05,"Huntsville, AL 35801",1.0,ZIP:35801
2007-10-29,2021-05-05,"Huntsville, AL 35802",1.0,ZIP:35802
1949-01-01,2021-05-05,"Huntsville, AL 35803",1.0,ZIP:35803
2008-01-14,2021-05-05,"Huntsville, AL 35806",0.9859,ZIP:35806
2007-10-16,2021-05-05,"Huntsville, AL 35811",1.0,ZIP:35811
1967-10-29,2021-05-04,"Huntsville, AL 35824",1.0,ZIP:35824
1931-10-22,2021-05-04,"Gadsden, AL 35901",1.0,ZIP:35901
2020-08-01,2021-05-05,"Rainbow City, AL 35906",1.0,ZIP:35906
1908-01-01,2021-05-05,"Albertville, AL 35950",1.0,ZIP:35950
1959-09-01,2021-05-05,"Albertville, AL 35951",1.0,ZIP:35951
1941-06-14,2021-05-05,"Altoona, AL 35952",1.0,ZIP:35952
1895-03-23,2021-05-05,"Ashville, AL 35953",1.0,ZIP:35953
1938-03-01,2021-05-05,"Boaz, AL 35957",1.0,ZIP:35957
1956-02-01,2021-05-05,"Centre, AL 35960",1.0,ZIP:35960
1949-01-01,2021-05-05,"Crossville, AL 35962",1.0,ZIP:35962
1935-07-15,2021-05-05,"Fort Payne, AL 35967",1.0,ZIP:35967
2007-11-09,2021-05-05,"Fort Payne, AL 35968",0.9724,ZIP:35968
1904-12-01,2021-05-05,"Guntersville, AL 35976",1.0,ZIP:35976
2017-01-09,2021-05-05,"Higdon, AL 35979",0.9563,ZIP:35979
1955-04-01,2021-05-04,"Valley Head, AL 35989",0.9823,ZIP:35989
1938-12-01,2021-05-04,"Billingsley, AL 36006",1.0,ZIP:36006
